stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
9828995;Christophe;BARRAUD;W;christophe.barraud@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9828995;Christophe;BARRAUD;W;christophe.barraud@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9828995;Christophe;BARRAUD;W;christophe.barraud@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6638000;David;JADAUD;fille;david.jadaud@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
6638000;David;JADAUD;fille;david.jadaud@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6638000;David;JADAUD;fille;david.jadaud@centralesupelec.fr;member;Impact;
1963506;Vivien;RELION;garçon;vivien.relion@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1963506;Vivien;RELION;garçon;vivien.relion@centralesupelec.fr;member;Sono;
1963506;Vivien;RELION;garçon;vivien.relion@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2466003;Leon;SOULARD;garçon;leon.soulard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2466003;Leon;SOULARD;garçon;leon.soulard@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
2466003;Leon;SOULARD;garçon;leon.soulard@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1946716;Romaric;CHOQUET;garçon;romaric.choquet@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1946716;Romaric;CHOQUET;garçon;romaric.choquet@centralesupelec.fr;member;Impact;
9893872;Donat;ABELLARD;H;donat.abellard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9893872;Donat;ABELLARD;H;donat.abellard@centralesupelec.fr;member;Impact;
1094114;Anne-Yvonne;DELAGE;F;anne-yvonne.delage@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1094114;Anne-Yvonne;DELAGE;F;anne-yvonne.delage@centralesupelec.fr;member;Sono;
3122629;Gautier;DELAPORTE;garçon;gautier.delaporte@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3122629;Gautier;DELAPORTE;garçon;gautier.delaporte@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
3530514;Helen;RABINEAU;F;helen.rabineau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3530514;Helen;RABINEAU;F;helen.rabineau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3530514;Helen;RABINEAU;F;helen.rabineau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3349644;Carinne;BABARIT;F;carinne.babarit@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3349644;Carinne;BABARIT;F;carinne.babarit@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3349644;Carinne;BABARIT;F;carinne.babarit@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4265828;Denis;HODE;fille;denis.hode@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
4265828;Denis;HODE;fille;denis.hode@centralesupelec.fr;member;Sono;
2665152;Marie Odile;REVEILLERE;W;marie odile.reveillere@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4583291;Suzy;COSNARD;fille;suzy.cosnard@centralesupelec.fr;member;Sono;
4583291;Suzy;COSNARD;fille;suzy.cosnard@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4583291;Suzy;COSNARD;fille;suzy.cosnard@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1663442;Théodore;BOMARD;garçon;theodore.bomard@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1663442;Théodore;BOMARD;garçon;theodore.bomard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1663442;Théodore;BOMARD;garçon;theodore.bomard@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1372826;Guy-Marie;FREMY;H;guy-marie.fremy@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
400929;Vincenzo;EDIN;H;vincenzo.edin@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
400929;Vincenzo;EDIN;H;vincenzo.edin@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1942196;Constantin;LIZE;H;constantin.lize@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1942196;Constantin;LIZE;H;constantin.lize@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1942196;Constantin;LIZE;H;constantin.lize@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@centralesupelec.fr;member;Sono;
6370815;Marie-Josee;FRADIN;W;marie-josee.fradin@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
5905613;Fany;LE ROY;W;fany.le roy@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
5905613;Fany;LE ROY;W;fany.le roy@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9060073;Gilbert;MARQUET;M;gilbert.marquet@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9060073;Gilbert;MARQUET;M;gilbert.marquet@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9060073;Gilbert;MARQUET;M;gilbert.marquet@centralesupelec.fr;member;Impact;
2184742;Halima;CHALLIER;fille;halima.challier@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2184742;Halima;CHALLIER;fille;halima.challier@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1562758;Pascaline;DUPONT;W;pascaline.dupont@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1562758;Pascaline;DUPONT;W;pascaline.dupont@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1562758;Pascaline;DUPONT;W;pascaline.dupont@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3552069;Francisco;BIEMON;H;francisco.biemon@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3552069;Francisco;BIEMON;H;francisco.biemon@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3552069;Francisco;BIEMON;H;francisco.biemon@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@centralesupelec.fr;member;Sono;
6690661;Flavie;BEAUPERIN;fille;flavie.beauperin@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6555383;Bruce;BEAUFRETON;garçon;bruce.beaufreton@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3806289;Frédérique;MOREAU;W;frederique.moreau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3806289;Frédérique;MOREAU;W;frederique.moreau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3806289;Frédérique;MOREAU;W;frederique.moreau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5668218;Gildas;LIBAUD;garçon;gildas.libaud@centralesupelec.fr;member;Impact;
5902875;Olivier;MAHE;M;olivier.mahe@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@centralesupelec.fr;member;Impact;
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7035795;Bénédicte;ETOURNEUX;garçon;benedicte.etourneux@centralesupelec.fr;member;Sono;
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1841688;Anne-Yvonne;BITEAU;W;anne-yvonne.biteau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8354927;Jean-Georges;LEPAGE;H;jean-georges.lepage@centralesupelec.fr;member;Sono;
8354927;Jean-Georges;LEPAGE;H;jean-georges.lepage@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4434849;Gisèle;ANDRAULT;W;gisele.andrault@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4434849;Gisèle;ANDRAULT;W;gisele.andrault@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
4434849;Gisèle;ANDRAULT;W;gisele.andrault@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
2506071;Anne-Claire;JADEAU;fille;anne-claire.jadeau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6802351;Muguette;MONNIER;W;muguette.monnier@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
15560;Astride;MAROLLEAU;F;astride.marolleau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
15560;Astride;MAROLLEAU;F;astride.marolleau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
2892019;Fatima;PONTONNIER;W;fatima.pontonnier@centralesupelec.fr;member;Sono;
2892019;Fatima;PONTONNIER;W;fatima.pontonnier@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1663405;Lilianne;BUCHER;F;lilianne.bucher@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1663405;Lilianne;BUCHER;F;lilianne.bucher@centralesupelec.fr;member;Sono;
1710322;Siegfried;GRANDIN;H;siegfried.grandin@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2854528;Yannik;MANDIN;garçon;yannik.mandin@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3615984;Corinne;SAVARIT;H;corinne.savarit@centralesupelec.fr;member;Sono;
7970054;Soraya;BRECHET;F;soraya.brechet@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
1946951;Ladislas;LIBAUD;garçon;ladislas.libaud@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
3228023;Gaël;BOUGET;garçon;gael.bouget@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
3228023;Gaël;BOUGET;garçon;gael.bouget@centralesupelec.fr;member;Impact;
583497;Gaelle;MAHOT;fille;gaelle.mahot@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8826644;Marguerite;RAPICAULT;F;marguerite.rapicault@centralesupelec.fr;member;Sono;
1954763;Emile;RICHER;H;emile.richer@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6804773;Aurélien;HOMER;garçon;aurelien.homer@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
6804773;Aurélien;HOMER;garçon;aurelien.homer@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6804773;Aurélien;HOMER;garçon;aurelien.homer@centralesupelec.fr;member;Sono;
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9365834;Marie-Charlotte;PRUD HOMME;W;marie-charlotte.prud homme@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9179052;Georgette;SALLE;garçon;georgette.salle@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9179052;Georgette;SALLE;garçon;georgette.salle@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7777355;Marie-Hélène;BENETEAU;garçon;marie-helene.beneteau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
7777355;Marie-Hélène;BENETEAU;garçon;marie-helene.beneteau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2385208;Bertille;MOUILLE;W;bertille.mouille@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
2385208;Bertille;MOUILLE;W;bertille.mouille@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
2385208;Bertille;MOUILLE;W;bertille.mouille@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9710923;Yannick;VEAU;F;yannick.veau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9710923;Yannick;VEAU;F;yannick.veau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8024999;Pierre-Michel;LOISON;M;pierre-michel.loison@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
912013;Bénédicte;CARRE;garçon;benedicte.carre@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
860488;Malou;PIFFARD;fille;malou.piffard@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
860488;Malou;PIFFARD;fille;malou.piffard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
860488;Malou;PIFFARD;fille;malou.piffard@centralesupelec.fr;member;Impact;
1884033;Carine;REVEILLERE;F;carine.reveillere@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1884033;Carine;REVEILLERE;F;carine.reveillere@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8512871;Adeline;PIRONNEAU;W;adeline.pironneau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1737366;Alvaro;LAMBERT;garçon;alvaro.lambert@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1737366;Alvaro;LAMBERT;garçon;alvaro.lambert@centralesupelec.fr;member;Sono;
7761100;Karl;BOUTET;H;karl.boutet@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
4651705;Raphaële;PROVOST;W;raphaele.provost@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
4651705;Raphaële;PROVOST;W;raphaele.provost@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
5499953;Jim;GACHET;garçon;jim.gachet@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
5568177;Jean-Guillaume;BORDEAU;H;jean-guillaume.bordeau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3928901;Jluc;DESCHAMPS;H;jluc.deschamps@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3928901;Jluc;DESCHAMPS;H;jluc.deschamps@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9341406;Joachim;PLUMEJEAU;H;joachim.plumejeau@centralesupelec.fr;member;Impact;
1674550;Vivian;HACAULT;garçon;vivian.hacault@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9848855;Lysianne;BEILLARD;fille;lysianne.beillard@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1143837;Sergio;BOURON;garçon;sergio.bouron@centralesupelec.fr;member;Sono;
1143837;Sergio;BOURON;garçon;sergio.bouron@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
492491;Stéphan;OUVRARD;garçon;stephan.ouvrard@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1003065;Jean-Frédéric;DAVIAUD;M;jean-frederic.daviaud@centralesupelec.fr;member;Sono;
3121003;Marie Line;DESGRE;fille;marie line.desgre@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
3121003;Marie Line;DESGRE;fille;marie line.desgre@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
